node,lng,lat
824,12.4544065,41.9168747
825,12.4532809,41.9159106
826,12.4563782,41.9179926
827,12.4558939,41.9180357
828,12.4543988,41.9162844
829,12.4552128,41.9163611
830,12.4554285,41.9171193
831,12.4542585,41.9206844
832,12.456146,41.9177168
833,12.4560612,41.9181127
834,12.4695903,41.9191722
835,12.4687289,41.9186304
836,12.4689309,41.9183211
837,12.4691949,41.9182323
838,12.4697703,41.9180524
839,12.4627802,41.915947
840,12.463741,41.9154411
841,12.4641763,41.9158658
842,12.4671252,41.9176581
843,12.4651769,41.9168286
844,12.4641546,41.9159338
845,12.4663025,41.916914
846,12.4628105,41.9158845
847,12.4599052,41.9153054
848,12.4583423,41.9153393
849,12.4564718,41.9159253
850,12.4561711,41.9156791
851,12.4572438,41.9151867
852,12.4583185,41.9149971
853,12.4594155,41.9149589
854,12.4630561,41.9154968
855,12.4548148,41.9215336
856,12.4537931,41.9197848
857,12.4544589,41.9202537
858,12.4545843,41.9203413
859,12.4526021,41.9151558
860,12.4527674,41.9150412
861,12.4531166,41.9155942
862,12.4578412,41.9210377
863,12.4586,41.9240328
864,12.4581027,41.9229335
865,12.4559262,41.9175193
866,12.4562175,41.9177957
867,12.458462,41.9172487
868,12.4584716,41.9174022
869,12.4629068,41.9162178
870,12.4575292,41.9151177
871,12.4576345,41.9154293
872,12.4576849,41.914333
873,12.4579405,41.9137538
874,12.4612255,41.9191805
875,12.4614124,41.9191868
876,12.4609841,41.9194552
877,12.461098,41.919238
878,12.4594929,41.9153077
879,12.460169,41.9167712
880,12.4602311,41.9169049
881,12.4593171,41.915311
882,12.4600076,41.9168152
883,12.4600697,41.916947
884,12.4605041,41.9179012
885,12.4606551,41.9178652
886,12.4570311,41.9196829
887,12.4571639,41.9196463
888,12.4565081,41.9182757
889,12.4569301,41.9183801
890,12.458254,41.9187084
891,12.4568769,41.9185141
892,12.4585771,41.9189178
893,12.4614877,41.9165451
894,12.4614263,41.9163966
895,12.459177,41.9153123
896,12.4590488,41.9149684
897,12.4609371,41.9119667
898,12.4624242,41.9143766
899,12.4623399,41.9141409
900,12.4616484,41.9133488
901,12.4615788,41.9131835
902,12.4599048,41.9126124
903,12.4600736,41.9126866
904,12.4626462,41.9135375
905,12.4631128,41.9124947
906,12.4626486,41.9143471
907,12.4625731,41.9140525
908,12.4613967,41.915449
909,12.4672873,41.9212291
910,12.4666319,41.9213613
911,12.4663825,41.9208978
912,12.4668394,41.9207024
913,12.4691977,41.9189356
914,12.4685865,41.9190455
915,12.4690008,41.9188109
916,12.4697394,41.9186131
917,12.461691,41.9197671
918,12.4638393,41.9163561
919,12.4666652,41.9207665
920,12.4654106,41.9165206
921,12.4644045,41.9173232
922,12.4642319,41.9173964
923,12.4676075,41.9174845
924,12.4696459,41.9171211
925,12.4701896,41.9123711
926,12.4652067,41.9130035
927,12.4695629,41.9147665
928,12.4691415,41.9143662
929,12.4684603,41.9143994
930,12.4684644,41.9145499
931,12.4640229,41.9155711
932,12.4648192,41.9181983
933,12.4649707,41.918134
934,12.4655908,41.9178591
935,12.4660783,41.9172141
936,12.4668699,41.914852
937,12.4669262,41.9149783
938,12.4668562,41.9162113
939,12.4660419,41.9196276
940,12.4659974,41.9198367
941,12.4659194,41.9197102
942,12.4631233,41.9200318
943,12.4657035,41.9194289
944,12.4628365,41.9199625
945,12.4656354,41.9193267
946,12.4658019,41.9193088
947,12.4685185,41.919061
948,12.4683963,41.9187519
949,12.4670247,41.919375
950,12.466882,41.9190834
951,12.4664884,41.9184646
952,12.4673425,41.9173731
953,12.4684037,41.9160179
954,12.4695005,41.9158053
955,12.468483,41.9154618
