section_id,s_node,e_node,length,direction,interval
195,39486,51,85.40299999999998,1,0.0
196,51,39486,85.40299999999998,1,0.15179350972175598
197,404,51,89.01100000000002,0,0.0
198,52,131,92.491,0,0.0
199,52,25566,29.791,0,0.0
200,1528,52,247.561,0,0.0
201,25569,52,76.538,0,0.022074058651924133
202,53,36665,21.472,1,0.0
203,36665,53,21.472,1,0.23172250390052795
204,53,39372,128.082,0,0.0
205,53,25569,114.072,1,0.0
206,25569,53,114.072,1,0.03530131280422211
207,2907,53,223.239,1,0.0
208,53,2907,223.239,1,0.0
209,1525,54,39.629,1,0.0
210,54,1525,39.629,1,0.0
211,54,28258,40.96,1,0.0
212,28258,54,40.96,1,0.010713193565607071
213,1513,54,195.759,1,0.2080407440662384
